restaurant_name;restaurant_id;attribution;note;restaurant_type[0];restaurant_type[1];restaurant_type[2];restaurant_type[3];ranking_general;ranking_cuisinetype;address;Arrondissement;Ville;Nb avis;excellent;verygood;medium;mediocre;horrible;cuisine;service;ratio;ambiance;URL
La Table de Colette;d19318900; Page attribuée;5;Cuisine raffinée;Française;Européenne;-;N° 1 sur 15301 restaurants à  Paris;N° 1 sur 6939 Française à  Paris;17 rue Laplace;75005;Paris France;173;149;7;3;0;0;5;5;5;NaN;https://www.tripadvisor.fr/Restaurant_Review-g187147-d19318900-Reviews-La_Table_de_Colette-Paris_Ile_de_France.html
Le Cinq;d699456; Page attribuée;4,5;Cuisine raffinée;Française;Européenne;Végétariens bienvenus;N° 70 sur 15301 restaurants à  Paris;N° 46 sur 6939 Française à  Paris;31 Avenue George V Four Seasons Hà´tel George V;75008;Paris France;2231;800;108;41;13;5;5;5;4;5;https://www.tripadvisor.fr/Restaurant_Review-g187147-d699456-Reviews-Le_Cinq-Paris_Ile_de_France.html
Le Petit Champerret;d1109751; Page attribuée;4,5;Cuisine raffinée;Française;Européenne;-;N° 232 sur 15301 restaurants à  Paris;N° 161 sur 6939 Française à  Paris;30 rue Vernier;75017;Paris France;256;159;56;8;1;1;4,5;4,5;4;4,5;https://www.tripadvisor.fr/Restaurant_Review-g187147-d1109751-Reviews-Le_Petit_Champerret-Paris_Ile_de_France.html
Tomy & Co;d11208448; Page attribuée;4,5;Cuisine raffinée;Française;Européenne;Végétariens bienvenus;N° 488 sur 15301 restaurants à  Paris;N° 344 sur 6939 Française à  Paris;22 rue Surcouf;75007;Paris France;353;182;49;22;3;2;4,5;4,5;4,5;3;https://www.tripadvisor.fr/Restaurant_Review-g187147-d11208448-Reviews-Tomy_Co-Paris_Ile_de_France.html
Automne;d13133319; Page attribuée;4,5;Cuisine raffinée;Française;-;-;N° 600 sur 15301 restaurants à  Paris;N° 429 sur 6939 Française à  Paris;11 rue Richard Lenoir;75011;Paris France;105;53;13;10;0;0;4,5;4,5;4,5;5;https://www.tripadvisor.fr/Restaurant_Review-g187147-d13133319-Reviews-Automne-Paris_Ile_de_France.html
Un Jour à  Peyrassol;d1326622; Page attribuée;4,5;Cuisine raffinée;Française;Européenne;Végétariens bienvenus;N° 892 sur 15301 restaurants à  Paris;N° 619 sur 6939 Française à  Paris;13 rue Vivienne;75002;Paris France;149;65;44;6;1;0;4,5;4,5;4;4;https://www.tripadvisor.fr/Restaurant_Review-g187147-d1326622-Reviews-Un_Jour_a_Peyrassol-Paris_Ile_de_France.html
Restaurant Lasserre;d780426; Page attribuée;4,5;Cuisine raffinée;Française;Européenne;Choix végétaliens;N° 1 190 sur 15301 restaurants à  Paris;N° 814 sur 6939 Française à  Paris;17 Avenue Franklin Roosevelt;75008;Paris France;162;66;13;9;1;1;4,5;4,5;4;5;https://www.tripadvisor.fr/Restaurant_Review-g187147-d780426-Reviews-Restaurant_Lasserre-Paris_Ile_de_France.html
Restaurant le Gaigne;d6881625; Page attribuée;4,5;Cuisine raffinée;Française;Européenne;Traiteur;N° 1 379 sur 15301 restaurants à  Paris;N° 935 sur 6939 Française à  Paris;2 RUE DE VIENNE;75008;Paris France;162;73;38;9;2;4;4,5;4,5;4;4,5;https://www.tripadvisor.fr/Restaurant_Review-g187147-d6881625-Reviews-Restaurant_Le_Gaigne-Paris_Ile_de_France.html
Les Ambassadeurs;d12621198; Page attribuée;4,5;Cuisine raffinée;Française;Bar;Européenne;N° 2 309 sur 15301 restaurants à  Paris;N° 1 480 sur 6939 Française à  Paris;10 Place de la Concorde;75008;Paris France;109;50;14;7;10;0;4,5;4,5;4;5;https://www.tripadvisor.fr/Restaurant_Review-g187147-d12621198-Reviews-Les_Ambassadeurs-Paris_Ile_de_France.html
Restaurant Kozo;d15192324; Page attribuée;4,5;Cuisine raffinée;Française;-;-;N° 2 857 sur 15301 restaurants à  Paris;N° 1 799 sur 6939 Française à  Paris;48 rue Saint Georges;75009;Paris France;51;35;2;0;0;2;4,5;4,5;4;4;https://www.tripadvisor.fr/Restaurant_Review-g187147-d15192324-Reviews-Restaurant_Kozo-Paris_Ile_de_France.html
La Cour Jardin;d3327962; Page attribuée;4,5;Cuisine raffinée;Française;Européenne;Végétariens bienvenus;N° 2 030 sur 15301 restaurants à  Paris;N° 1 309 sur 6939 Française à  Paris;Hotel Plaza Athenee 25 avenue Montaigne Hotel Plaza Athà©nà©e;75008;Paris France;145;54;22;14;3;2;4,5;4,5;4;4,5;https://www.tripadvisor.fr/Restaurant_Review-g187147-d3327962-Reviews-La_Cour_Jardin-Paris_Ile_de_France.html
Bistrot Pergo;d13864007; Page attribuée;4,5;Cuisine raffinée;Française;Européenne;Brasserie gastronomique;N° 3 288 sur 15301 restaurants à  Paris;N° 2 037 sur 6939 Française à  Paris;137 avenue de Malakoff;75016;Paris France;39;17;13;2;0;0;4,5;4;4;5;https://www.tripadvisor.fr/Restaurant_Review-g187147-d13864007-Reviews-Bistrot_Pergo-Paris_Ile_de_France.html
Le Baudelaire;d2307300; Page attribuée;4,5;Cuisine raffinée;Française;Européenne;-;N° 385 sur 15301 restaurants à  Paris;N° 269 sur 6939 Française à  Paris;6-8 Rue Duphot;75001;Paris France;438;209;89;21;8;6;4,5;4,5;4;4,5;https://www.tripadvisor.fr/Restaurant_Review-g187147-d2307300-Reviews-Le_Baudelaire-Paris_Ile_de_France.html
Le 114 Faubourg;d2013853; Page attribuée;4,5;Cuisine raffinée;Française;Européenne;Végétariens bienvenus;N° 31 sur 15301 restaurants à  Paris;N° 20 sur 6939 Française à  Paris;114 rue du Faubourg Saint Honore;75008;Paris France;1738;861;150;22;12;1;4,5;5;4;4,5;https://www.tripadvisor.fr/Restaurant_Review-g187147-d2013853-Reviews-Le_114_Faubourg-Paris_Ile_de_France.html
Bon;d695206; Page attribuée;4;Cuisine raffinée;Française;Fusion;Végétariens bienvenus;N° 1 682 sur 15301 restaurants à  Paris;N° 1 109 sur 6939 Française à  Paris;25 Rue de la Pompe;75016;Paris France;724;188;220;83;32;16;4;4;3,5;4;https://www.tripadvisor.fr/Restaurant_Review-g187147-d695206-Reviews-Bon-Paris_Ile_de_France.html
Terrass'' Restaurant;d789897; Page attribuée;4;Cuisine raffinée;Française;Européenne;Moderne;N° 2 273 sur 15301 restaurants à  Paris;N° 1 457 sur 6939 Française à  Paris;12 Rue Joseph de Maistre Terrass Hotel;75018;Paris France;461;123;100;51;34;21;4;4;3,5;2;https://www.tripadvisor.fr/Restaurant_Review-g187147-d789897-Reviews-Terrass_Restaurant-Paris_Ile_de_France.html
Laurent;d718784; Page attribuée;4;Cuisine raffinée;Française;Européenne;Végétariens bienvenus;N° 1 208 sur 15301 restaurants à  Paris;N° 827 sur 6939 Française à  Paris;41 avenue Gabriel;75008;Paris France;439;150;69;50;15;5;4;4;3,5;4;https://www.tripadvisor.fr/Restaurant_Review-g187147-d718784-Reviews-Laurent-Paris_Ile_de_France.html
Café de l'Esplanade;d719058; Page attribuée;3,5;Cuisine raffinée;Française;Européenne;Végétariens bienvenus;N° 5 537 sur 15301 restaurants à  Paris;N° 3 237 sur 6939 Française à  Paris;52 rue Fabert;75007;Paris France;501;47;87;59;45;40;3,5;3,5;3;4;https://www.tripadvisor.fr/Restaurant_Review-g187147-d719058-Reviews-Cafe_de_l_Esplanade-Paris_Ile_de_France.html
La Villa;d2228279; Page attribuée;2,5;Cuisine raffinée;Française;-;-;N° 14 715 sur 15301 restaurants à  Paris;N° 6 729 sur 6939 Française à  Paris;37 avenue de Friedland;75008;Paris France;71;5;6;10;17;13;3;2,5;2,5;3;https://www.tripadvisor.fr/Restaurant_Review-g187147-d2228279-Reviews-La_Villa-Paris_Ile_de_France.html
Le Clos Y;d6219735; Page non attribuée;4,5;Cuisine raffinée;Française;Japonaise;Européenne;N° 156 sur 15301 restaurants à  Paris;N° 156 sur 15301 Restaurants à  Paris;27 avenue du Maine;75015;Paris France;476;287;66;13;1;2;5;4,5;4,5;4,5;https://www.tripadvisor.fr/Restaurant_Review-g187147-d6219735-Reviews-Le_Clos_Y-Paris_Ile_de_France.html
Le Petit Verdot;d944928; Page non attribuée;4,5;Cuisine raffinée;Française;Européenne;-;N° 1 968 sur 15301 restaurants à  Paris;N° 1 275 sur 6939 Française à  Paris;75 rue du Cherche Midi;75006;Paris France;133;52;21;5;2;1;4,5;4,5;4;4;https://www.tripadvisor.fr/Restaurant_Review-g187147-d944928-Reviews-Le_Petit_Verdot-Paris_Ile_de_France.html
Le Bar;d8707594; Page non attribuée;4,5;Cuisine raffinée;Française;Européenne;Pub;N° 2 345 sur 15301 restaurants à  Paris;N° 1 504 sur 6939 Française à  Paris;2 Rue Scribe InterContinental Paris - Le Grand;75009;Paris France;70;28;13;0;2;0;4,5;5;4,5;2;https://www.tripadvisor.fr/Restaurant_Review-g187147-d8707594-Reviews-Le_Bar-Paris_Ile_de_France.html
Les Diables au Thym;d808011; Page non attribuée;4;Cuisine raffinée;Française;Européenne;-;N° 1 097 sur 15301 restaurants à  Paris;N° 758 sur 6939 Française à  Paris;35 rue Bergere;75009;Paris France;330;122;80;23;15;4;4,5;4;4;3,5;https://www.tripadvisor.fr/Restaurant_Review-g187147-d808011-Reviews-Les_Diables_au_Thym-Paris_Ile_de_France.html
Au Trou Gascon;d695120; Page non attribuée;4;Cuisine raffinée;Française;Européenne;-;N° 1 543 sur 15301 restaurants à  Paris;N° 1 033 sur 6939 Française à  Paris;40 rue Taine;75012;Paris France;267;76;77;37;13;4;4;4;3,5;3,5;https://www.tripadvisor.fr/Restaurant_Review-g187147-d695120-Reviews-Au_Trou_Gascon-Paris_Ile_de_France.html
Le Flandrin;d719115; Page non attribuée;3,5;Cuisine raffinée;Française;Européenne;Végétariens bienvenus;N° 3 761 sur 15301 restaurants à  Paris;N° 2 292 sur 6939 Française à  Paris;4 Place Tattegrain;75016;Paris France;322;58;100;41;27;18;4;4;3;3,5;https://www.tripadvisor.fr/Restaurant_Review-g187147-d719115-Reviews-Le_Flandrin-Paris_Ile_de_France.html
Can Alegria Paris;d14039269; Page attribuée;5;Intermédiaire;Française;Méditerranéenne;Européenne;N° 30 sur 15301 restaurants à  Paris;N° 19 sur 6939 Française à  Paris;73 rue Jean Baptiste Pigalle;75009;Paris France;758;523;26;12;6;1;5;5;4,5;NaN;https://www.tripadvisor.fr/Restaurant_Review-g187147-d14039269-Reviews-Can_Alegria_Paris-Paris_Ile_de_France.html
Il Etait Un Square;d6575305; Page attribuée;5;Intermédiaire;Française;Steakhouse;Européenne;N° 2 sur 15301 restaurants à  Paris;N° 2 sur 6939 Française à  Paris;54  Rue Corvisart;75013;Paris France;3370;2047;279;43;12;9;5;5;4,5;4,5;https://www.tripadvisor.fr/Restaurant_Review-g187147-d6575305-Reviews-Il_Etait_Un_Square-Paris_Ile_de_France.html
Signature;d13307509; Page attribuée;5;Intermédiaire;Française;Européenne;Asiatique;N° 14 sur 15301 restaurants à  Paris;N° 10 sur 6939 Française à  Paris;12 rue des Trois Frà¨res;75018;Paris France;343;174;8;2;0;0;5;5;4,5;5;https://www.tripadvisor.fr/Restaurant_Review-g187147-d13307509-Reviews-Signature_Montmartre-Paris_Ile_de_France.html
Le Reciproque;d10002410; Page attribuée;5;Intermédiaire;Française;Européenne;Moderne;N° 96 sur 15301 restaurants à  Paris;N° 62 sur 6939 Française à  Paris;14 Rue Ferdinand Flocon;75018;Paris France;300;182;40;2;0;0;5;5;4,5;5;https://www.tripadvisor.fr/Restaurant_Review-g187147-d10002410-Reviews-Le_reciproque-Paris_Ile_de_France.html
Hebe;d15147797; Page attribuée;5;Intermédiaire;Française;Méditerranéenne;Européenne;N° 36 sur 15301 restaurants à  Paris;N° 23 sur 6939 Française à  Paris;15 rue Frederic Sauton;75005;Paris France;901;288;30;8;3;2;5;5;4,5;NaN;https://www.tripadvisor.fr/Restaurant_Review-g187147-d15147797-Reviews-Hebe-Paris_Ile_de_France.html
Le vent d'Armor;d10041740; Page attribuée;5;Intermédiaire;Française;Fruits de mer & Poisson;Européenne;N° 53 sur 15301 restaurants à  Paris;N° 53 sur 15301 Restaurants à  Paris;25 Quai De La Tournelle;75005;Paris France;355;170;17;3;3;0;5;5;4,5;5;https://www.tripadvisor.fr/Restaurant_Review-g187147-d10041740-Reviews-Le_Vent_d_Armor-Paris_Ile_de_France.html
Mariba;d6731009; Page attribuée;5;Intermédiaire;Française;Asiatique;Fusion;N° 450 sur 15301 restaurants à  Paris;N° 314 sur 6939 Française à  Paris;103 Rue Legendre Batignolles;75017;Paris France;108;77;14;1;0;0;5;4,5;4,5;4;https://www.tripadvisor.fr/Restaurant_Review-g187147-d6731009-Reviews-Mariba-Paris_Ile_de_France.html
La MiN;d15318758; Page attribuée;5;Intermédiaire;Française;Fruits de mer & Poisson;Internationale;N° 13 sur 15301 restaurants à  Paris;N° 9 sur 6939 Française à  Paris;45 rue de Montreuil;75011;Paris France;497;283;17;5;1;1;5;5;4,5;5;https://www.tripadvisor.fr/Restaurant_Review-g187147-d15318758-Reviews-La_MiN-Paris_Ile_de_France.html
Restaurant Biscotte;d13972930; Page attribuée;5;Intermédiaire;Française;Internationale;Moderne;N° 118 sur 15301 restaurants à  Paris;N° 75 sur 6939 Française à  Paris;22 rue Desnouettes;75015;Paris France;191;132;24;6;2;0;4,5;5;4,5;5;https://www.tripadvisor.fr/Restaurant_Review-g187147-d13972930-Reviews-Restaurant_Biscotte-Paris_Ile_de_France.html
Pardi;d16883709; Page attribuée;5;Intermédiaire;Française;Européenne;Choix végétaliens;N° 8 sur 15301 restaurants à  Paris;N° 6 sur 6939 Française à  Paris;85 B boulevard de Magenta Marchà© Saint Quentin;75010;Paris France;110;93;2;1;0;1;5;5;5;4;https://www.tripadvisor.fr/Restaurant_Review-g187147-d16883709-Reviews-Pardi-Paris_Ile_de_France.html
Pouzenc;d8735387; Page attribuée;5;Intermédiaire;Française;Européenne;-;N° 429 sur 15301 restaurants à  Paris;N° 299 sur 6939 Française à  Paris;67 rue de Charenton;75012;Paris France;118;88;14;4;0;0;4,5;4,5;4,5;5;https://www.tripadvisor.fr/Restaurant_Review-g187147-d8735387-Reviews-Pouzenc-Paris_Ile_de_France.html
Alma;d18894101; Page attribuée;5;Intermédiaire;Française;Européenne;-;N° 2 274 sur 15301 restaurants à  Paris;N° 1 458 sur 6939 Française à  Paris;10 Rue Mandar;75002;Paris France;33;28;3;0;0;0;5;5;5;5;https://www.tripadvisor.fr/Restaurant_Review-g187147-d18894101-Reviews-Alma-Paris_Ile_de_France.html
La Caleche;d1035181; Page attribuée;5;Intermédiaire;Française;Européenne;Végétariens bienvenus;N° 4 837 sur 15301 restaurants à  Paris;N° 2 878 sur 6939 Française à  Paris;8 rue de Lille;75007;Paris France;18;11;3;0;0;0;5;5;4,5;5;https://www.tripadvisor.fr/Restaurant_Review-g187147-d1035181-Reviews-La_Caleche-Paris_Ile_de_France.html
Sacrà©e fleur;d6633751; Page attribuée;4,5;Intermédiaire;Française;Steakhouse;Européenne;N° 42 sur 15301 restaurants à  Paris;N° 26 sur 6939 Française à  Paris;50 Rue de Clignancourt;75018;Paris France;3469;970;191;39;2;5;4,5;4,5;4,5;4,5;https://www.tripadvisor.fr/Restaurant_Review-g187147-d6633751-Reviews-Sacree_fleur-Paris_Ile_de_France.html
Le Bistrot d'Yves;d6665583; Page attribuée;4,5;Intermédiaire;Française;Européenne;Végétariens bienvenus;N° 61 sur 15301 restaurants à  Paris;N° 39 sur 6939 Française à  Paris;33 rue Cardinet;75017;Paris France;553;301;81;11;0;0;4,5;5;4,5;4,5;https://www.tripadvisor.fr/Restaurant_Review-g187147-d6665583-Reviews-Le_Bistrot_d_Yves-Paris_Ile_de_France.html
Chez Gabrielle;d1871995; Page attribuée;4,5;Intermédiaire;Française;Européenne;Végétariens bienvenus;N° 101 sur 15301 restaurants à  Paris;N° 64 sur 6939 Française à  Paris;7 rue de l Etoile;75017;Paris France;1057;367;128;8;2;2;4,5;4,5;4,5;4,5;https://www.tripadvisor.fr/Restaurant_Review-g187147-d1871995-Reviews-Chez_Gabrielle-Paris_Ile_de_France.html
Le Florimond;d719117; Page attribuée;4,5;Intermédiaire;Française;Européenne;Végétariens bienvenus;N° 123 sur 15301 restaurants à  Paris;N° 80 sur 6939 Française à  Paris;19 avenue de la Motte Picquet;75007;Paris France;1089;260;94;13;5;0;4,5;5;4,5;4,5;https://www.tripadvisor.fr/Restaurant_Review-g187147-d719117-Reviews-Le_Florimond-Paris_Ile_de_France.html
Phebe;d1335587; Page attribuée;4,5;Intermédiaire;Française;Européenne;Végétariens bienvenus;N° 146 sur 15301 restaurants à  Paris;N° 94 sur 6939 Française à  Paris;190 Rue de Courcelles;75017;Paris France;288;160;50;6;4;0;4,5;4,5;4,5;4,5;https://www.tripadvisor.fr/Restaurant_Review-g187147-d1335587-Reviews-Phebe-Paris_Ile_de_France.html
Le Lamarck;d1323764; Page attribuée;4,5;Intermédiaire;Française;Européenne;Végétariens bienvenus;N° 165 sur 15301 restaurants à  Paris;N° 109 sur 6939 Française à  Paris;8 rue Lamarck;75018;Paris France;304;154;30;5;2;1;4,5;4,5;4,5;5;https://www.tripadvisor.fr/Restaurant_Review-g187147-d1323764-Reviews-Le_Lamarck-Paris_Ile_de_France.html
Le Bouclard;d947475; Page attribuée;4,5;Intermédiaire;Française;Européenne;Végétariens bienvenus;N° 183 sur 15301 restaurants à  Paris;N° 123 sur 6939 Française à  Paris;1 rue Cavallotti 1 rue Cavallotti;75018;Paris France;318;104;39;11;3;3;4,5;4,5;4;4;https://www.tripadvisor.fr/Restaurant_Review-g187147-d947475-Reviews-Le_Bouclard-Paris_Ile_de_France.html
Chez Germaine;d1057786; Page attribuée;4,5;Intermédiaire;Française;Européenne;Végétariens bienvenus;N° 206 sur 15301 restaurants à  Paris;N° 143 sur 6939 Française à  Paris;30 rue Pierre Leroux;75007;Paris France;233;69;42;7;0;2;4,5;4,5;4,5;4;https://www.tripadvisor.fr/Restaurant_Review-g187147-d1057786-Reviews-Chez_Germaine-Paris_Ile_de_France.html
L'Oseille;d12632732; Page attribuée;4,5;Intermédiaire;Française;Européenne;Brasserie gastronomique;N° 250 sur 15301 restaurants à  Paris;N° 175 sur 6939 Française à  Paris;3 rue Saint-Augustin;75002;Paris France;247;140;51;9;0;2;4,5;4,5;4,5;5;https://www.tripadvisor.fr/Restaurant_Review-g187147-d12632732-Reviews-Restaurant_L_Oseille-Paris_Ile_de_France.html
L'Escudella;d8552782; Page attribuée;4,5;Intermédiaire;Française;Européenne;Végétariens bienvenus;N° 270 sur 15301 restaurants à  Paris;N° 189 sur 6939 Française à  Paris;41 avenue de Segur;75007;Paris France;255;133;39;9;5;1;4,5;4,5;4,5;NaN;https://www.tripadvisor.fr/Restaurant_Review-g187147-d8552782-Reviews-L_Escudella-Paris_Ile_de_France.html
Caramel Sarrasin;d2641920; Page attribuée;4,5;Intermédiaire;Française;Européenne;Végétariens bienvenus;N° 364 sur 15301 restaurants à  Paris;N° 254 sur 6939 Française à  Paris;47 rue du Faubourg Montmartre;75009;Paris France;292;120;42;10;2;2;4,5;4,5;4,5;4;https://www.tripadvisor.fr/Restaurant_Review-g187147-d2641920-Reviews-Caramel_Sarrasin-Paris_Ile_de_France.html
Le Petit Marchà©;d719207; Page attribuée;4,5;Intermédiaire;Française;Européenne;Fusion;N° 399 sur 15301 restaurants à  Paris;N° 280 sur 6939 Française à  Paris;9 Rue de Bà©arn;75003;Paris France;1133;215;137;24;7;12;4,5;4;4;4;https://www.tripadvisor.fr/Restaurant_Review-g187147-d719207-Reviews-Le_Petit_Marche-Paris_Ile_de_France.html
La Cantine de Quentin;d1048530; Page attribuée;4,5;Intermédiaire;Française;Européenne;Végétariens bienvenus;N° 416 sur 15301 restaurants à  Paris;N° 292 sur 6939 Française à  Paris;52  Rue Bichat;75010;Paris France;283;164;57;14;5;7;4,5;4,5;4,5;4;https://www.tripadvisor.fr/Restaurant_Review-g187147-d1048530-Reviews-La_Cantine_de_Quentin-Paris_Ile_de_France.html
Murier;d1035308; Page attribuée;4,5;Intermédiaire;Française;Européenne;Végétariens bienvenus;N° 457 sur 15301 restaurants à  Paris;N° 319 sur 6939 Française à  Paris;42 rue Olivier de Serres Metro Convention;75015;Paris France;187;80;65;7;1;0;4,5;4,5;4,5;4,5;https://www.tripadvisor.fr/Restaurant_Review-g187147-d1035308-Reviews-Murier-Paris_Ile_de_France.html
Les Antiquaires;d1035274; Page attribuée;4,5;Intermédiaire;Française;Européenne;Végétariens bienvenus;N° 515 sur 15301 restaurants à  Paris;N° 364 sur 6939 Française à  Paris;13 Rue du Bac;75007;Paris France;1585;313;196;48;3;4;4,5;4,5;4;4,5;https://www.tripadvisor.fr/Restaurant_Review-g187147-d1035274-Reviews-Les_Antiquaires-Paris_Ile_de_France.html
Comptoir de La Gastronomie;d1049074; Page attribuée;4,5;Intermédiaire;Française;Européenne;Plats sans gluten;N° 556 sur 15301 restaurants à  Paris;N° 394 sur 6939 Française à  Paris;34  Rue Montmartre;75001;Paris France;1277;195;110;24;12;7;4,5;4,5;4;4;https://www.tripadvisor.fr/Restaurant_Review-g187147-d1049074-Reviews-Comptoir_de_la_Gastronomie-Paris_Ile_de_France.html
L'Atelier Ramey;d4449996; Page attribuée;4,5;Intermédiaire;Française;Européenne;Brasserie gastronomique;N° 607 sur 15301 restaurants à  Paris;N° 607 sur 15301 Restaurants à  Paris;23 Rue Ramey;75018;Paris France;399;185;65;29;16;8;4,5;4,5;4;4,5;https://www.tripadvisor.fr/Restaurant_Review-g187147-d4449996-Reviews-L_Atelier_Ramey-Paris_Ile_de_France.html
A l'Affiche;d1191240; Page attribuée;4,5;Intermédiaire;Française;Européenne;Végétariens bienvenus;N° 634 sur 15301 restaurants à  Paris;N° 450 sur 6939 Française à  Paris;48 rue de Moscou;75008;Paris France;320;108;71;11;3;6;4,5;4,5;4;4;https://www.tripadvisor.fr/Restaurant_Review-g187147-d1191240-Reviews-A_l_Affiche-Paris_Ile_de_France.html
L'ours blanc;d8805800; Page attribuée;4,5;Intermédiaire;Française;Européenne;Végétariens bienvenus;N° 673 sur 15301 restaurants à  Paris;N° 471 sur 6939 Française à  Paris;6 Rue Geoffroy l'Angevin;75004;Paris France;166;68;23;5;2;1;4,5;4,5;4,5;5;https://www.tripadvisor.fr/Restaurant_Review-g187147-d8805800-Reviews-L_Ours_Blanc-Paris_Ile_de_France.html
La Petite Tour;d718708; Page attribuée;4,5;Intermédiaire;Française;Européenne;Végétariens bienvenus;N° 737 sur 15301 restaurants à  Paris;N° 514 sur 6939 Française à  Paris;11 Rue de la Tour Quartier Passy;75016;Paris France;349;117;82;15;4;5;4,5;4,5;4;4;https://www.tripadvisor.fr/Restaurant_Review-g187147-d718708-Reviews-La_Petite_Tour-Paris_Ile_de_France.html
L'Epoque;d1869993; Page attribuée;4,5;Intermédiaire;Française;Européenne;-;N° 2 006 sur 15301 restaurants à  Paris;N° 1 301 sur 6939 Française à  Paris;81 rue du Cardinal Lemoine;75005;Paris France;201;68;56;9;4;3;4,5;4,5;4,5;4;https://www.tripadvisor.fr/Restaurant_Review-g187147-d1869993-Reviews-L_Epoque-Paris_Ile_de_France.html
La Brigout;d3372046; Page attribuée;4,5;Intermédiaire;Française;Européenne;Végétariens bienvenus;N° 810 sur 15301 restaurants à  Paris;N° 568 sur 6939 Française à  Paris;54 Rue d€™Argout 75002;75002;Paris France;222;97;62;18;1;0;4,5;4,5;4,5;4,5;https://www.tripadvisor.fr/Restaurant_Review-g187147-d3372046-Reviews-La_Brigout-Paris_Ile_de_France.html
Gaston;d11660759; Page attribuée;4,5;Intermédiaire;Française;Européenne;-;N° 841 sur 15301 restaurants à  Paris;N° 585 sur 6939 Française à  Paris;11 rue Brochant;75017;Paris France;218;112;48;4;6;4;4,5;4,5;4,5;5;https://www.tripadvisor.fr/Restaurant_Review-g187147-d11660759-Reviews-Gaston-Paris_Ile_de_France.html
Monjul;d1025327; Page attribuée;4,5;Intermédiaire;Française;Européenne;Moderne;N° 881 sur 15301 restaurants à  Paris;N° 612 sur 6939 Française à  Paris;28 rue des Blancs Manteaux;75004;Paris France;709;304;163;43;15;16;4,5;4,5;4;4;https://www.tripadvisor.fr/Restaurant_Review-g187147-d1025327-Reviews-Monjul-Paris_Ile_de_France.html
Le Percolateur;d2071553; Page attribuée;4,5;Intermédiaire;Française;Européenne;Végétariens bienvenus;N° 942 sur 15301 restaurants à  Paris;N° 647 sur 6939 Française à  Paris;20 Rue de Turin;75008;Paris France;319;96;68;19;9;2;4;4,5;4;4;https://www.tripadvisor.fr/Restaurant_Review-g187147-d2071553-Reviews-Le_Percolateur-Paris_Ile_de_France.html
Le Coin;d2648145; Page attribuée;4,5;Intermédiaire;Française;Européenne;-;N° 991 sur 15301 restaurants à  Paris;N° 686 sur 6939 Française à  Paris;88 rue du Rocher;75008;Paris France;269;108;63;7;2;3;4,5;4,5;4,5;4,5;https://www.tripadvisor.fr/Restaurant_Review-g187147-d2648145-Reviews-Le_Coin-Paris_Ile_de_France.html
La Table Des Anges;d2078740; Page attribuée;4,5;Intermédiaire;Française;Européenne;Brasserie gastronomique;N° 1 079 sur 15301 restaurants à  Paris;N° 743 sur 6939 Française à  Paris;66 rue des Martyrs;75009;Paris France;381;132;88;21;12;14;4,5;4,5;4;4;https://www.tripadvisor.fr/Restaurant_Review-g187147-d2078740-Reviews-La_Table_des_Anges-Paris_Ile_de_France.html
Le P'tit Canon;d1474626; Page attribuée;4,5;Intermédiaire;Française;Européenne;-;N° 775 sur 15301 restaurants à  Paris;N° 540 sur 6939 Française à  Paris;36 rue Legendre;75017;Paris France;341;112;76;16;10;9;4;4,5;4;4;https://www.tripadvisor.fr/Restaurant_Review-g187147-d1474626-Reviews-Le_P_tit_Canon-Paris_Ile_de_France.html
Le Petit Moulin;d8374932; Page attribuée;4,5;Intermédiaire;Française;Européenne;-;N° 1 373 sur 15301 restaurants à  Paris;N° 931 sur 6939 Française à  Paris;17 Rue Tholozà©;75018;Paris France;144;58;12;5;3;1;4,5;4,5;4,5;5;https://www.tripadvisor.fr/Restaurant_Review-g187147-d8374932-Reviews-Le_Petit_Moulin-Paris_Ile_de_France.html
Seb'on;d6958622; Page attribuée;4,5;Intermédiaire;Française;Européenne;-;N° 62 sur 15301 restaurants à  Paris;N° 62 sur 15301 Restaurants à  Paris;62 rue d'Orsel;75018;Paris France;1202;461;88;21;1;3;4,5;4,5;4,5;4,5;https://www.tripadvisor.fr/Restaurant_Review-g187147-d6958622-Reviews-Seb_on-Paris_Ile_de_France.html
Le Caulaincourt;d13565221; Page attribuée;4,5;Intermédiaire;Française;Méditerranéenne;Européenne;N° 150 sur 15301 restaurants à  Paris;N° 97 sur 6939 Française à  Paris;62 Rue Caulaincourt;75018;Paris France;359;221;21;7;4;3;5;5;4,5;5;https://www.tripadvisor.fr/Restaurant_Review-g187147-d13565221-Reviews-Le_Caulaincourt-Paris_Ile_de_France.html
L'Aller Retour;d2286683; Page attribuée;4,5;Intermédiaire;Française;Steakhouse;Européenne;N° 641 sur 15301 restaurants à  Paris;N° 455 sur 6939 Française à  Paris;5 rue Charles Francois Dupuis;75003;Paris France;594;248;129;20;7;4;4,5;4,5;4,5;4,5;https://www.tripadvisor.fr/Restaurant_Review-g187147-d2286683-Reviews-L_Aller_Retour-Paris_Ile_de_France.html
